Voltaje PV1 [V];Voltaje PV2 [V];Corriente PV1 [A];Corriente PV2[A];Potencia PV1 [W];Potencia PV2 [W];Energia hoy [Wh];Voltaje [Vac];Corriente [Aac];temp_vertical;temp_inclinado;irradiancia_incidente;irradiancia_reflejada;albedo;timestamp;Corriente PV2 [A];Potencia total [VA];Energía PV1 [Wh];Energia PV2 [Wh]
;;;;;;;;;;;38.84500841641851;0.0;0.0;26/12/2025 06:34;;;;
154.8;148.46190476190478;0.3190476190476191;0.1666666666666667;69.5047619047619;40.28571428571428;0.0;214.38095238095238;0.5714285714285714;85.0;85.0;;;;26/12/2025 06:37;;;;
;;;;;;;;;;;11.098573833262426;-5.414673765905604;0.0;26/12/2025 06:40;;;;
152.22857142857143;144.38571428571427;0.21904761904761902;0.10000000000000002;54.45238095238095;29.461904761904766;0.0;214.50476190476192;0.4904761904761904;85.0;85.0;;;;26/12/2025 06:43;;;;
;;;;;;;;;;;12.359775405224065;0.0;0.0;26/12/2025 06:45;;;;
148.59047619047618;144.92380952380952;0.3857142857142857;0.180952380952381;75.62857142857143;39.8952380952381;0.0;214.70000000000005;0.5999999999999999;85.0;85.0;;;;26/12/2025 06:48;;;;
;;;;;;;;;;;16.647860749893642;-3.6097825106037362;0.0;26/12/2025 06:50;;;;
153.555;148.0;0.25;0.14;58.489999999999995;37.599999999999994;0.0;214.59499999999997;0.5299999999999999;85.0;85.0;;;;26/12/2025 06:53;;;;
;;;;;;;;;;;31.445959194243557;0.0;0.0;26/12/2025 06:56;;;;
154.185;155.34000000000006;0.6900000000000001;0.29000000000000004;122.87;58.64000000000001;0.0;214.49500000000003;0.8200000000000001;85.0;85.0;;;;26/12/2025 06:58;;;;
;;;;;;;;;;;72.39297023059814;0.0;0.0;26/12/2025 07:01;;;;
158.78095238095239;156.24285714285713;0.7619047619047619;0.42380952380952397;137.6095238095238;77.35238095238094;0.0;214.39047619047622;0.9476190476190476;85.0;85.0;;;;26/12/2025 07:03;;;;
;;;;;;;;;;;46.24405763859347;0.0;0.0;26/12/2025 07:06;;;;
157.69;156.31;0.6799999999999999;0.33499999999999985;124.51500000000001;63.11500000000001;0.0;214.37500000000006;0.8250000000000002;76.27489999999997;85.0;;;;26/12/2025 07:08;;;;
;;;;;;;;;;;38.84500841641851;0.0;0.0;26/12/2025 07:12;;;;
156.62500000000003;155.11;0.615;0.29999999999999993;114.54;59.039999999999985;0.09000000000000002;214.27500000000003;0.7799999999999999;26.774800000000006;85.0;;;;26/12/2025 07:13;;;;
